"KEGG"	"ED10"	"EN17"	"EN20"	"EOI15"	"EOI20"	"EOK10"	"EU8"	"LOK10"
"K02317"	0.174	0.607	0	0.344	0.06	0.094	0.593	0.364
"K02318"	0.133	0.158	0	0	0.153	0.031	0.061	0.261
"K02319"	0.605	10.976	1.701	3.841	10.227	4.514	5.139	21.525
"K02322"	0.038	17.078	6.755	4.304	13.195	6.192	9.225	34.223
"K02325"	0.215	0.047	0	0	0.019	0	0.176	0
"K02328"	0.104	0.263	0.034	0	0.133	0.164	0.071	0.096
"K02334"	0.581	20.175	2.618	17.702	8.903	4.324	8.971	7.522
"K02335"	690.449	492.31	128.916	537.739	461.025	299.746	507.977	435.741
"K02336"	15.484	42.291	10.363	73.469	62.158	21.069	44.653	89.258
"K02337"	747.633	608.858	163.995	643.561	567.527	390.308	635.613	420.367
"K02338"	287.796	273.852	77.265	230.597	206.514	150.384	237.534	165.931
"K02339"	86.095	40.4	8.964	40.838	29.717	23.363	40.296	36.922
"K02340"	211.341	166.711	42.744	165.753	112.087	85.173	151.512	88.601
"K02341"	186.746	158.115	46.051	148.606	97.106	73.345	123.35	86.002
"K02342"	440.57	336.394	83.242	303.124	194.702	166.583	303.226	136.131
"K02343"	377.255	262.007	71.64	276.835	198.643	148.785	236.849	166.95
"K02346"	341.634	250.514	70.251	318.489	233.79	144.061	241.201	198.395
"K02347"	94.938	60.543	9.555	67.939	55.27	41.303	54.865	107.75
"K02348"	79.575	38.604	20.095	29.311	19.11	16.269	45.509	11.168
"K02349"	0.326	0.439	0.167	1.012	0.458	0.048	0.679	0.041
"K02351"	10.683	2.095	0.583	3.558	0.947	2.048	2.56	0.26
"K02352"	1.074	1.301	0.062	0.692	0.422	0.543	0.658	0.548
"K02355"	971.419	839.744	227.744	1061.054	876.612	549.818	835.664	740.269
"K02356"	237.49	209.454	66.744	208.44	163.672	118.051	194.407	138.63
"K02357"	248.966	209.604	63.339	215.414	174.063	127.444	200.292	148.012
"K02358"	755.334	575.116	150.615	875.917	614.834	378.379	604.57	489.703
"K02361"	5.958	25.164	6.386	12.733	9.1	8.053	22.22	1.345
"K02362"	17.63	2.74	0.836	3.909	3.16	0.908	3.659	8.469
"K02363"	12.58	9.289	1.944	8.956	10.598	7.191	9.143	11.756
"K02364"	3.538	3.192	0.812	0.774	2.454	1.062	3.684	4.169
"K02366"	32.325	4.436	0.855	4.835	4.001	4.402	5.578	14.253
"K02371"	76.397	58.732	28.442	82.385	59.147	42.022	69.979	55.24
"K02372"	178.615	142.844	40.368	124.76	85.885	57.956	102.413	98.269
"K02377"	107.49	115.266	35.313	132.831	107.635	84.139	121.328	87.646
"K02379"	186.455	87.983	25.987	104.154	76.3	57.562	92.306	93.638
"K02380"	13.25	14.185	4.105	10.91	2.894	6.26	7.25	5.828
"K02381"	43.643	21.906	6.93	48.518	14.923	14.008	16.528	34.446
"K02383"	0.089	1.946	0.199	0	0.485	0.499	0.6	0.152
"K02385"	11.636	5.407	1.368	4.271	3.663	2.02	1.793	5.533
"K02386"	70.327	46.818	5.476	20.689	13.853	10.876	23.512	28.934
"K02387"	93.113	68.986	12.036	25.966	26.254	18.846	38.76	44.497
"K02388"	108.806	92.614	16.384	42.06	36.399	24.289	49.049	57.716
"K02389"	84.021	71.984	11.4	40.055	37.037	20.827	42.469	49.146
"K02390"	135.671	159.306	19.75	40.485	61.852	43.26	83.477	94.858
"K02391"	87.177	36.556	3.706	10.928	19.741	13.438	34.381	34.613
"K02392"	118.297	140.086	22.898	49.242	59.317	42.935	72.367	87.138
"K02393"	82.973	64.747	10.663	25.877	30.049	16.279	38.588	44.752
"K02394"	129.663	98.947	16.068	39.245	52.163	34.639	69.152	75.52
"K02395"	77.851	60.863	9.871	26.578	25.536	17.999	42.335	39.577
"K02396"	146.375	139.427	24.145	56.735	65.479	37.894	81.464	97.625
"K02397"	93.816	95.464	12.93	20.964	31.141	22.076	43.61	50.323
"K02398"	49.798	45.483	7.259	19.348	15.277	9.44	21.425	26.223
"K02399"	2.326	4.825	0.061	3.062	2.165	1.406	3.294	1.781
"K02400"	231.37	182.135	29.127	55.987	103.272	64.45	125.718	132.073
"K02401"	116.013	98.265	16.248	27.766	49.571	30.099	62.578	67.316
"K02402"	37.158	11.115	1.616	5.007	0.941	5.165	11.258	0.842
"K02403"	33.482	9.91	1.768	4.085	0.858	4.324	10.568	0.713
"K02404"	79.881	100.724	13.421	43.581	43.259	24.783	52.191	62.857
"K02405"	147.725	103.907	20.048	58.384	68.18	43.346	69.409	113.098
"K02406"	182.911	207.693	39.751	60.744	99.745	67.26	138.979	124.295
"K02407"	70.518	95.297	13.032	27.888	42.567	21.202	54.174	82.185
"K02408"	92.288	66.976	8.785	21.274	22.261	14.077	31.336	40.405
"K02409"	138.641	125.867	18.918	38.424	56.664	35.806	72.232	75.658
"K02410"	125.424	112.857	21.804	43.493	59.946	39.127	70.476	75.737
"K02411"	76.395	54.236	4.739	19.701	15.706	11.267	27.711	23.504
"K02412"	165.431	119.719	17.316	51.481	61.735	39.982	79.293	78.04
"K02413"	35.532	20.971	4.538	9.452	7.035	4.892	12.942	10.409
"K02414"	26.929	27.338	3.634	9.663	10.901	4.752	14.861	14.853
"K02415"	69.238	55.758	7.277	30.113	24.47	13.292	31.821	38.154
"K02416"	105.68	100.705	16.227	32.634	42.868	31.677	64.36	55.87
"K02417"	104.051	84.787	11.475	31.472	32.199	23.73	49.736	49.078
"K02418"	63.659	31.959	7.731	16.039	10.572	8.132	19.98	23.122
"K02419"	110.51	84.02	14.562	32.225	43.801	28.482	52.458	68.135
"K02420"	91.195	68.351	11.039	30.701	20.825	16.828	36.871	40.449
"K02421"	102.091	82.131	12.197	27.66	30.823	19.551	43.067	49.427
"K02422"	51.847	47.94	8.343	9.592	19.152	12.768	25.156	30.763
"K02423"	35.958	6.663	1.124	0.189	0.311	3.367	8.109	0.699
"K02424"	3.744	1.854	0.471	2.013	2.997	1.634	3.117	3.988
"K02426"	57.377	55.732	15.664	53.997	38.242	27.821	60.117	33.259
"K02427"	111.557	82.378	17.27	75.493	70.02	38.751	67.738	72.674
"K02428"	226.473	194.188	52.09	200.399	133.117	90.585	171.181	113.837
"K02429"	42.58	73.093	30.765	79.05	64.355	57.239	90.284	13.682
"K02430"	1.313	0.191	0	0	0.102	0.037	0.066	0.032
"K02431"	83.76	13.772	3.762	10.824	8.311	9.144	14.375	10.744
"K02433"	673.019	335.126	69.419	341.665	255.907	221.213	338.892	359.407
"K02434"	392.899	240.402	50.376	284.475	216.978	146.341	247.387	199.41
"K02435"	177.024	113.799	24.177	120.397	69.207	47.078	81.009	81.858
"K02436"	2.587	0.706	0.444	0.232	1.366	0.539	0.384	0.129
"K02437"	204.325	157.068	57.281	212.287	139.794	95.074	148.317	142.341
"K02438"	54.981	5.28	1.475	3.022	0.68	2.67	9.544	0.754
"K02439"	6.102	19.027	4.797	8.839	6.285	9.298	12.249	6.313
"K02440"	23.918	21.343	6.268	13.404	13.832	12.711	19.024	9.703
"K02441"	3.186	7.084	4.781	7.571	8.5	3.859	13.82	12.124
"K02443"	0.347	1.445	2.687	0	0.344	0.987	0.823	0.052
"K02444"	102.908	30.268	10.637	33.359	15.758	13.343	30.5	18.471
"K02445"	15.805	13.58	4.488	28.569	20.124	9.923	11.681	22.672
"K02446"	89.781	35.552	14.546	54.276	20.825	23.123	30.27	27.034
"K02448"	116.512	130.68	15.144	156.674	95.914	44.008	94.762	44.927
"K02450"	204.045	236.657	61.021	358.63	244.307	120.623	176.211	279.525
"K02451"	39.285	33.71	5.683	33.617	23.507	12.999	19.278	23.394
"K02452"	44.163	55.848	9.794	70.314	39.313	20.528	34.519	35.525
"K02453"	237.01	298.155	54.289	289.569	229.021	135.106	225.166	260.749
"K02454"	350.207	301.113	55.808	312.809	230.374	172.831	277.627	200.839
"K02455"	148.871	160.311	30.095	174.213	118.051	70.189	118.444	110.579
"K02456"	218.681	227.111	59.326	225.018	167.987	156.322	173.561	277.969
"K02457"	65.451	27.511	6.654	34.665	26.082	18.124	31.532	32.925
"K02458"	66.356	43.038	10.121	56.297	32.489	18.887	37.835	36.502
"K02459"	68.643	38.781	7.93	54.637	35.983	19.887	39.801	37.132
"K02460"	79.594	65.084	14.098	84.792	57.075	29.797	56.294	56.7
"K02461"	77.683	49.266	10.367	56.79	46.37	26.435	46.101	46.243
"K02462"	57.083	28.976	8.255	42.484	27.936	14.224	29.739	26.12
"K02463"	54.157	12.699	2.466	6.914	7.461	5.144	17.431	9.382
"K02468"	0.056	0.521	0.083	0	0.074	0.113	2.512	0.281
"K02469"	708.896	494.22	124.717	574.53	465.236	323.956	521.572	392.652
"K02470"	682.632	461.582	119.341	497.639	433.613	309.935	498.745	354.32
"K02471"	85.021	30.731	7.432	3.001	3.57	23.397	38.7	0.692
"K02472"	58.307	32.779	8.535	47.14	29.67	19.755	31.564	26.852
"K02473"	38.384	53.755	15.452	49.835	32.366	23.456	51.146	9.009
"K02474"	104.154	153.997	42.404	130.006	114.908	82.321	154.563	66.884
"K02475"	3.659	1.605	0.143	0	0.209	0.544	1.177	0.547
"K02476"	12.757	5.759	1.363	1.789	1.647	1.114	3.579	2.507
"K02477"	110.21	256.661	114.842	158.136	155.513	162.745	271.664	44.259
"K02478"	45.611	20.118	7.236	9.366	8.955	11.085	15.857	4.743
"K02479"	43.208	17.907	3.364	16.548	11.383	11.182	12.853	13.959
"K02480"	44.771	30.234	8.587	49.1	23.447	16.178	32.765	15.76
"K02481"	109.459	210.981	54.23	195.907	166.193	96.899	146.099	116.479
"K02482"	216.838	472.914	133.189	459.246	263.87	228.613	281.459	239.273
"K02483"	583.766	297.926	50.539	343.73	154.758	136.171	236.505	170.767
"K02484"	146.435	186.099	18.87	213.405	33.821	38.346	71.397	25.367
"K02485"	72.116	104.497	30.318	35.889	37.914	29.876	61.075	54.92
"K02486"	125.489	69.018	21.244	29.563	39.078	27.323	56.818	39.865
"K02487"	6.448	4.524	0.534	19.924	8.908	2.712	6.267	3.219
"K02488"	95.063	113.527	23.688	71.86	66.701	47.099	67.291	71.168
"K02490"	1.428	12.631	2.642	13.596	10.649	6.32	7.38	7.104
"K02491"	11.404	36.874	14.254	45.955	29.958	19.804	29.042	25.354
"K02492"	213.769	200.576	44.551	185.969	157.595	100.506	173.264	153.058
"K02493"	233.099	178.359	50.716	186.93	120.317	85.375	138.109	124.846
"K02494"	47.839	19.492	3.335	19.882	19.924	10.494	21.997	19.741
"K02495"	133.944	111.769	19.524	136.875	108.683	58.841	111.547	95.406
"K02496"	71.177	29.195	2.937	25.742	23.605	16.641	34.76	20.811
"K02497"	15.696	13.338	5.401	9.16	4.968	6.321	4.572	3.776
"K02498"	132.679	60.126	8.111	47.111	54.671	30.613	66.998	47.435
"K02499"	15.806	15.946	6.895	32.427	9.955	7.304	11.847	9.749
"K02500"	292.578	160.986	41.508	153.656	140.302	103.637	180.969	128.962
"K02501"	229.536	136.214	36.68	110.939	99.561	75.701	131.241	97.601
"K02502"	152.327	78.329	18.906	63.786	67.046	38.105	81.644	43.286
"K02503"	211.359	165.193	49.479	174.549	109.362	82.587	140.528	142.173
"K02504"	0.099	0.343	0.05	0	0.244	0.1	0.055	0.147
"K02507"	0.223	0.841	0.092	0.479	0.575	0.164	0.428	2.235
"K02508"	0.394	0.461	0.381	0.724	0.799	0.087	0.364	0.269
"K02509"	58.406	13.269	2.786	3.23	7.55	8.09	18.35	7.001
"K02510"	263.642	67.57	17.086	61.459	43.242	52.445	81.85	81.85
"K02511"	0.863	0.479	0.52	0.692	0.296	0.653	0.334	0.103
"K02517"	217.854	183.467	49.477	208.3	141.227	98.671	187.808	125.105
"K02518"	260.608	180.506	57.696	204.508	113.518	109.188	166.288	106.989
"K02519"	556.799	412.703	109.931	422.38	362.265	261.233	419.489	287.211
"K02520"	195.542	161.588	50.431	168.396	113.864	90.43	146.234	109.527
"K02521"	1.492	19.817	8.686	18.465	12.727	6.792	15.593	3.76
"K02523"	179.329	170.521	41.479	160.802	136.716	98.698	161.995	131.57
"K02525"	5.899	0.288	0.482	0.198	0.196	0.533	1.623	0.168
"K02526"	2.788	2.281	1.05	1.39	1.838	2.795	3.282	0.097
"K02527"	207.739	191.492	43.973	176.351	130.125	90.847	156.471	123.088
"K02528"	214.738	183.109	52.953	198.858	121.595	89.394	165.727	120.619
"K02529"	551.822	290.134	115.687	318.47	198.408	138.286	274.347	112.435
"K02530"	0.222	0.054	0	1.375	0	0.141	0.178	0.019
"K02533"	120.598	77.416	20.546	56.74	33.335	35.019	51.337	25.829
"K02535"	143.86	137.999	24.079	129.911	103.257	64.15	103.472	104.63
"K02536"	149.194	191.366	51.963	172.877	125.982	92.924	166.084	111.301
"K02538"	0.096	0.059	0.06	0	0.122	0	0.182	0.028
"K02546"	0.261	0	0	0	0.115	0	0	0
"K02548"	112.421	91.428	19.722	157.386	87.749	51.161	93.241	88.148
"K02549"	84.954	25.79	4.615	42.19	18.445	15.238	24.354	24.551
"K02551"	75.668	52.458	14.281	56.252	36.938	24.838	55.257	38.586
"K02552"	46.3	8.758	3.539	10.961	5.991	6.912	9.27	9.839
"K02553"	42.74	18.128	3.888	31.675	22.895	13.092	30.037	23.032
"K02554"	36.908	10.567	2.607	0.776	6.078	5.178	12.551	12.58
"K02555"	0.173	0	0	0	0.126	0	0	0
"K02556"	138.652	149.124	29.056	62.753	80.468	42.207	90.855	102.915
"K02557"	240.852	250.725	55.882	131.557	144.55	92.052	197.127	168.476
"K02558"	154.246	146.034	30.921	180.225	139.575	98.074	162.525	118.089
"K02560"	0.254	3.913	0.261	1.263	4.422	1.335	3.227	0.629
"K02562"	0.404	0.218	0	0.747	0.16	0.027	0.621	0.176
"K02563"	252.517	201.842	44.73	228.661	148.744	107.841	179.49	131.638
"K02564"	56.869	69.972	30.209	79.559	77.747	50.518	87.499	51.441
"K02565"	2.051	1.101	0.835	6.83	1.669	0.953	1.196	1.468
"K02566"	33.682	19.468	5.416	39.303	14.799	12.239	14.865	5.111
"K02567"	94.299	157.313	20.972	257.232	220.722	66.739	118.952	179.915
"K02568"	19.356	41.118	5.109	60.721	30.817	10.29	21.498	30.615
"K02569"	46.46	59.248	4.759	108.796	79.06	20.48	55.275	48.213
"K02570"	9.326	37.408	3.666	45.79	21.104	10.61	17.999	16.584
"K02571"	2.142	1.757	0	1.448	0.978	0.276	0.635	4.776
"K02572"	12.24	26.664	2.731	74.635	18.224	8.472	15.094	8.588
"K02573"	25.483	69.298	13.971	172.623	70.711	25.737	42.186	43.203
"K02574"	30.611	107.687	19.967	172.577	87.313	32.626	51.984	42.534
"K02575"	346.772	161.395	30.317	131.75	129.864	79.313	175.496	146.439
"K02576"	0.354	0.179	0	0.898	0.077	0.159	0.293	0.485
"K02577"	0.851	0.469	0.455	1.97	1.397	0.314	1.031	2.244
"K02584"	77.863	119.338	27.846	138.02	81.95	58.308	74.298	70.385
"K02585"	13.71	84.937	13.294	29.391	16.481	27.835	26.245	1.372
"K02586"	16.839	63.837	17.623	30.374	22.764	33.016	35.345	1.747
"K02587"	18.154	64.129	13.769	25.051	17	26.798	26.701	1.075
"K02588"	13.541	44.108	13.859	25.551	15.603	22.268	24.153	2.509
"K02589"	1.465	23.812	4.646	4.747	5.082	5.759	5.742	0.128
"K02590"	1.506	20.13	3.679	9.49	4.313	4.806	5.209	0.048
"K02591"	13.667	63.761	16.412	24.916	21.162	28.691	28.698	2.02
"K02592"	9.773	51.715	12.919	19.498	15.07	23.051	21.831	1.003
"K02593"	2.362	3.217	0	1.375	0.623	2.637	0.919	0.052
"K02594"	10.76	43.49	8.376	21.586	13.384	15.883	17.391	5.034
"K02595"	2.636	3.219	0.158	0	0.848	2.401	2.203	0.06
"K02596"	7.454	13.169	5.534	3.616	3.15	11.455	9.066	0.626
"K02597"	4.662	4.997	0.322	2.06	0.961	5.109	2.47	0.047
"K02598"	3.798	1.409	0.543	0	0.855	0.426	1.265	0.511
"K02599"	1.982	1.595	0.906	4.643	3.566	1.524	2.685	4.083
"K02600"	371.359	291.696	81.27	273.379	260.062	187.435	290.387	208.912
"K02601"	214.531	215.342	63.717	211.354	162.908	121.661	183.746	153.31
"K02609"	114.607	29.43	8.394	18.001	27.53	25.37	54.175	39.766
"K02610"	75.803	16.119	4.613	7.263	12.335	10.546	27.997	19.237
"K02611"	86.631	24.416	4.865	5.41	16.654	17.314	34.285	25.551
"K02612"	77.204	18.691	6.94	6.244	13.337	13.058	29.797	25.1
"K02613"	96.616	37.893	11.058	18.969	25.949	24.563	63.852	30.658
"K02614"	223.482	75.123	21.879	88.968	40.803	42.76	68.56	59.096
"K02615"	0.104	0.521	0.121	0	0.111	0.245	0.361	0.17
"K02616"	23.622	12.304	2.964	13.541	13.345	7.096	14.745	30.059
"K02617"	75.528	43.165	11.04	43.3	26.778	22.988	44.569	29.009
"K02618"	88.585	27.415	6.174	28.587	37.602	25.909	53.257	43.136
"K02619"	38.378	46.829	6.878	67.691	42.469	17.467	34.983	22.543
"K02621"	298.107	216.549	63.61	223.109	235.517	141.229	272.767	136.864
"K02622"	271.273	198.404	52.466	191.996	211.581	132.758	249.526	120.495
"K02623"	28.979	5.692	1.903	0.828	2.203	2.737	6.519	2.903
"K02624"	121.257	36.121	11.926	31.65	21.292	20.652	36.508	18.613
"K02626"	12.736	12.607	2.498	11.824	7.878	8.803	7.699	18.364
"K02631"	0.131	0.142	0	0.175	0.259	0	0.106	0.804
"K02635"	18.39	7.794	1.577	14.341	9.877	6.717	8.52	31.372
"K02636"	49.51	33.84	10.453	84.779	33.324	19.979	24.641	41.193
"K02637"	0.083	0.208	0.082	0.638	0.097	0.089	0.095	0.199
"K02638"	14.123	3.308	1.043	2.355	3.56	2.638	4.48	16.965
"K02639"	4.061	2.279	0.652	1.251	1.346	2.137	2.015	6.097
"K02641"	3.006	5.444	0.44	22.037	14.751	4.185	8.581	41.445
"K02647"	5.508	4.148	5.378	1.52	0.891	1.177	1.74	1.469
"K02650"	98.082	66.855	17.66	92.606	85.396	51.13	77.87	114.119
"K02651"	139.61	38.969	14.008	48.787	24.893	24.278	35.014	86.865
"K02652"	329.85	334.213	90.744	322.174	339.612	216.611	312.296	381.011
"K02653"	202.76	251.995	60.894	235.919	238.284	155.513	228.809	265.569
"K02654"	133.118	112.174	23.781	147.102	90.011	55.877	91.514	106.221
"K02655"	47.172	29.939	4.238	43.613	34.925	12.291	36.717	47.426
"K02656"	60.885	45.632	7.004	52.84	44.629	25.378	43.741	45.81
"K02657"	70.652	60.749	14.241	50.296	52.187	30.09	53.873	40.289
"K02658"	82.679	71.488	10.631	73.242	63.257	25.595	61.43	53.705
"K02659"	54.728	35.017	4.946	37.102	34.215	14.176	34.606	32.03
"K02660"	154.021	139.268	25.161	103.172	119.484	63.912	121.484	84.778
"K02661"	0.149	0.405	0.165	0	1.445	0.234	1.833	0.256
"K02662"	144.298	165.748	42.563	144.399	149.197	89.438	138.113	149.951
"K02663"	69.955	84.22	22.113	78.621	67.55	41.262	67.916	59.426
"K02664"	70.727	88.024	18.19	70.327	68.876	41.301	67.026	67.081
"K02665"	56.457	72.192	11.394	64.535	48.953	33.803	55.016	54.169
"K02666"	144.98	176.913	41.303	182.829	190.112	105.857	164.812	166.733
"K02667"	126.706	124.463	27.886	128.398	123.011	82.201	132.307	103.486
"K02668"	122.42	113.829	22.743	117.414	99.657	57.869	99.828	102.376
"K02669"	389.874	399.375	96.353	450.559	366.069	255.963	315.221	488.851
"K02670"	212.435	137.339	24.633	140.844	175.41	81.217	166.776	124.864
"K02671"	39.011	36.004	10.547	43.064	36.325	18.408	33.647	54.21
"K02672"	51.35	65.912	14.759	63.208	58.495	23.71	48.621	80.565
"K02673"	13.179	18.311	3.308	18.291	19.793	6.861	19.174	32.564
"K02674"	128.898	246.516	48.389	271.265	234.716	105.953	178.684	309.848
"K02676"	53.918	34.072	5.772	50.481	39.758	18.593	40.72	53.136
"K02686"	34.121	10.237	2.302	0.404	1.643	6.005	10.834	0.659
"K02687"	179.137	190.127	43.1	203.902	123.778	84.952	148.546	93.428
"K02688"	8.629	4.903	2.568	10.612	4.359	2.806	3.321	3.576
"K02689"	0.15	1.011	0.065	0.196	0.038	0.043	0.023	0
"K02690"	0.129	1.098	0.105	0	0	0.09	0	0
"K02691"	0.364	0.702	0	0.65	0.35	0.312	0.59	0.033
"K02693"	0.072	0.077	0.065	0	0	0	0	0
"K02699"	0.073	0.318	0	0	0	0	0	0
"K02703"	0.214	3.478	0.678	0.789	1.761	0.982	2.087	1.164
"K02706"	0.106	1.334	0.205	0	0.949	0.1	0.826	0.45
"K02707"	0.076	0.41	0	0	0	0	0	0
"K02738"	1.291	0	0	0	0	0	0	0.054
"K02742"	0.506	12.484	2.192	28.091	14.642	5.026	12.52	2.576
"K02744"	0.209	0.066	0.071	0	0	0.091	0.164	0.383
"K02760"	1.849	0.221	0.069	1.834	0.096	0.06	0.618	0.064
"K02761"	2.321	2.405	0.76	3.437	1.013	1.208	2.072	0.144
"K02768"	2.907	2.046	0.526	0.673	1.192	1.008	1.237	5.042
"K02773"	0.152	1.011	0.541	3.369	0.989	0.217	0.632	0.185
"K02774"	0.165	1.152	0.334	4.228	0.713	0.597	0.599	0.094
"K02775"	1.076	4.915	2.465	5.906	3.378	1.683	3.48	0.578
"K02777"	1.248	9.344	1.145	19.362	0.714	0.186	1.565	0
"K02781"	1.439	0.22	0	1.39	0.106	0	0.13	0.121
"K02782"	0.151	0.303	0.153	0.206	0.255	0	0.131	0.076
"K02783"	1.834	0.335	0	0.619	0.31	0	0.381	0.098
"K02793"	66.86	25.544	9.17	39.597	20.279	16.28	23.011	29.888
"K02794"	4.348	9.112	3.168	2.828	3.841	5.977	3.841	1.317
"K02795"	4.342	8.838	4.294	3.367	4.059	5.241	4.504	1.931
"K02796"	4.495	8.913	4.992	6.494	5.187	5.181	5.156	2.428
"K02798"	2.554	0.714	0	0	0	0	0.457	0
"K02799"	0.406	0.249	0	0	0	0	0	0
"K02802"	1.148	0.119	0	0.35	0	0	0.112	0
"K02803"	13.087	0.247	0	0	0.032	0	0.459	0
"K02804"	11.08	0.257	0.259	1.046	0	0	0.654	0
"K02805"	31.179	37.055	9	29.028	30.326	21.567	35.787	31.456
"K02806"	122.751	97.694	27.805	119.265	78.8	54.258	81	86.525
"K02821"	54.158	28.848	5.247	27.457	15.048	10.3	23.698	10.78
"K02822"	0.609	2.15	2.179	2.301	0.709	0.406	0.299	0.028
"K02823"	59.911	74.788	24.707	105.464	65.567	36.863	47.484	78.139
"K02824"	9.817	61.739	28.457	53.141	27.694	30.91	37.231	11.841
"K02825"	170.067	117.361	37.933	78.197	66.741	57.407	109.549	60.469
"K02826"	2.124	0	0.133	0.382	0.261	0	0	0
"K02834"	155.422	138.257	39.949	146.741	83.617	66.889	108.972	80.983
"K02835"	356.206	234.776	67.324	272.706	195.532	145.761	240.766	174.976
"K02836"	309.85	199.269	56.357	252.665	175.895	138.861	204.915	159.15
"K02837"	304.858	206.302	56.473	184.109	191.578	141.155	240.439	125.897
"K02838"	199.283	169.248	51.924	157.955	125.442	81.001	141.628	113.745
"K02839"	2.174	1.759	0.61	1.82	0.909	0.354	1.489	0.654
"K02840"	0.796	2.373	1.051	1.183	0.952	1.347	1.897	1.316
"K02841"	55.018	51.292	10.551	74.053	33.456	21.581	41.247	33.494
"K02843"	89.775	120.305	28.74	130.164	96.021	72.106	101.34	86.95
"K02844"	33.601	40.181	7.881	53.337	33.593	20.576	33.503	26.15
"K02846"	2.797	1.121	0.274	0.167	1.156	0.43	2.266	2.724
"K02847"	7.355	18.555	3.379	18.169	7.564	4.914	11.115	3.566
"K02848"	1.301	6.37	2.603	23.225	16.861	7.127	13.669	6.153
"K02849"	22.853	19.043	2.868	19.866	7.89	14.368	12.084	10.819
"K02851"	108.427	97.417	26.893	148.066	100.752	55.75	91.854	95.474
"K02852"	0.656	1.812	0.695	0.449	0.974	0.501	1.64	0.829
"K02853"	0.538	0.318	0	0	0.026	0.192	0.13	0.159
"K02854"	2.917	1.749	1.854	2.633	2.597	2.08	2.119	2.107
"K02855"	2.835	5.842	1.524	5.729	5.262	3.554	8.617	2.701
"K02856"	2.545	13.47	9.576	16.517	25.668	16.29	22.996	8.561
"K02857"	0.138	0	0	0	0	0.169	0.228	0
"K02858"	3.338	3.986	1.246	3.182	2.153	1.416	2.548	10.679
"K02859"	0.061	0	0	0	0	0	0	0.092
"K02860"	157.266	148.272	35.187	145.788	84.42	59.293	108.965	71.161
"K02862"	13.824	3.791	0.518	6.597	2.347	1.807	2.887	7.754
"K02863"	259.165	211.432	67.49	222.285	164.191	126.487	196.276	142.058
"K02864"	208.899	197.764	61.499	207.335	133.841	96.832	155.562	110.368
"K02867"	222.035	195.756	68.604	234.881	156.572	121.892	179.177	141.247
"K02871"	244.055	203.204	62.517	219.689	128.721	94.395	165.894	122.085
"K02874"	249.28	204.57	64.579	224.909	140.242	113.286	181.182	131.902
"K02876"	207.24	185.447	50.532	202.212	124.111	96.038	154.516	121.102
"K02878"	258.953	190.879	67.579	229.579	134.641	109.102	168.424	124.306
"K02879"	203.954	170.262	53.352	173.278	107.974	85.515	140.644	104.384
"K02881"	212.294	171.75	55.937	186.159	103.252	91.439	141.655	100.721
"K02884"	229.871	163.859	44.78	196.537	117.366	85.422	142.007	105.427
"K02886"	320.775	237.94	74.561	282.1	176.38	134.969	229.795	160.25
"K02887"	221.898	171.269	53.078	206.704	115.408	90.619	142.376	109.68
